X0             Y0             Theta          X              Y              
15.0000        35.0000        0.7849         20.0110        40.0065        
15.0000        35.0000        1.0990         17.5533        40.0049        
15.0000        35.0000        1.4132         15.7955        40.0045        
15.0000        35.0000        1.7273         14.2106        40.0040        
15.0000        35.0000        2.0414         12.4547        40.0038        
15.0000        35.0000        2.3555         10.0039        40.0037        
15.0000        35.0000        2.6698         10.0032        37.5497        
15.0000        35.0000        2.9841         10.0030        35.7937        
15.0000        45.0000        3.2984         10.0039        44.2102        
15.0000        45.0000        3.6126         10.0036        42.4555        
15.0000        45.0000        3.9269         10.0034        40.0044        
15.0000        45.0000        4.2414         12.4561        40.0040        
15.0000        45.0000        4.5560         14.2121        40.0042        
15.0000        45.0000        4.8705         15.7964        40.0046        
15.0000        45.0000        5.1850         17.5538        40.0051        
15.0000        45.0000        5.4996         20.0109        40.0066        
15.0000        45.0000        -0.4700        20.0119        42.4543        
15.0000        45.0000        -0.1563        20.0126        44.2099        
15.0000        45.0000        0.1573         20.0130        45.7952        
15.0000        45.0000        0.4710         20.0137        47.5529        
15.0000        45.0000        0.7846         20.0143        49.9909        
15.0000        45.0000        1.0988         17.5533        50.0020        
15.0000        45.0000        1.4130         15.7958        50.0018        
15.0000        45.0000        1.7272         14.2112        50.0017        
15.0000        45.0000        2.0414         12.4555        50.0015        
15.0000        45.0000        2.3556         10.0047        50.0014        
15.0000        45.0000        2.6699         10.0042        47.5486        
15.0000        45.0000        2.9841         10.0040        45.7933        
15.0000        55.0000        3.2987         10.0043        54.2085        
15.0000        55.0000        3.6130         10.0043        52.4535        
15.0000        55.0000        3.9273         10.0042        50.0018        
15.0000        55.0000        4.2417         12.4568        50.0016        
15.0000        55.0000        4.5562         14.2128        50.0018        
15.0000        55.0000        4.8706         15.7975        50.0019        
15.0000        55.0000        5.1851         17.5555        50.0022        
15.0000        55.0000        5.4995         20.0142        50.0029        
15.0000        55.0000        -0.4702        20.0147        52.4514        
15.0000        55.0000        -0.1567        20.0147        54.2075        
15.0000        55.0000        0.1567         20.0147        55.7925        
15.0000        55.0000        0.4702         20.0147        57.5486        
15.0000        55.0000        0.7837         20.0143        59.9962        
15.0000        55.0000        1.0981         17.5555        59.9978        
15.0000        55.0000        1.4126         15.7975        59.9981        
15.0000        55.0000        1.7270         14.2128        59.9982        
15.0000        55.0000        2.0415         12.4568        59.9984        
15.0000        55.0000        2.3559         10.0050        59.9984        
15.0000        55.0000        2.6702         10.0043        57.5465        
15.0000        55.0000        2.9845         10.0043        55.7915        
15.0000        65.0000        3.2990         10.0040        64.2069        
15.0000        65.0000        3.6133         10.0041        62.4515        
15.0000        65.0000        3.9276         10.0042        59.9986        
15.0000        65.0000        4.2418         12.4560        59.9985        
15.0000        65.0000        4.5561         14.2120        59.9984        
15.0000        65.0000        4.8704         15.7969        59.9982        
15.0000        65.0000        5.1847         17.5552        59.9979        
15.0000        65.0000        5.4989         20.0142        59.9972        
15.0000        65.0000        -0.4707        20.0136        62.4490        
15.0000        65.0000        -0.1571        20.0130        64.2059        
15.0000        65.0000        0.1565         20.0125        65.7908        
15.0000        65.0000        0.4701         20.0119        67.5463        
15.0000        65.0000        0.7836         20.0110        69.9933        
15.0000        65.0000        1.0982         17.5539        69.9949        
15.0000        65.0000        1.4127         15.7966        69.9955        
15.0000        65.0000        1.7272         14.2123        69.9958        
15.0000        65.0000        2.0417         12.4566        69.9961        
15.0000        65.0000        2.3562         10.0048        69.9962        
15.0000        65.0000        2.6705         10.0037        67.5450        
15.0000        65.0000        2.9847         10.0038        65.7901        
15.0000        75.0000        3.2991         10.0030        74.2064        
15.0000        75.0000        3.6134         10.0031        72.4504        
15.0000        75.0000        3.9277         10.0034        69.9963        
15.0000        75.0000        4.2418         12.4546        69.9962        
15.0000        75.0000        4.5559         14.2105        69.9960        
15.0000        75.0000        4.8700         15.7954        69.9955        
15.0000        75.0000        5.1841         17.5533        69.9951        
15.0000        75.0000        5.4982         20.0108        69.9935        
15.0000        75.0000        -0.4712        20.0099        72.4478        
15.0000        75.0000        -0.1574        20.0091        74.2052        
15.0000        75.0000        0.1564         20.0086        75.7900        
15.0000        75.0000        0.4703         20.0079        77.5454        
15.0000        75.0000        0.7841         20.0070        79.9930        
15.0000        75.0000        1.0985         17.5516        79.9945        
15.0000        75.0000        1.4129         15.7952        79.9949        
15.0000        75.0000        1.7273         14.2116        79.9954        
15.0000        75.0000        2.0418         12.4563        79.9956        
15.0000        75.0000        2.3562         10.0082        79.9957        
15.0000        75.0000        2.6705         10.0027        77.5454        
15.0000        75.0000        2.9848         10.0029        75.7900        
15.0000        85.0000        3.2992         10.0020        84.2059        
15.0000        85.0000        3.6134         10.0022        82.4498        
15.0000        85.0000        3.9277         10.0024        79.9961        
15.0000        85.0000        4.2417         12.4537        79.9958        
15.0000        85.0000        4.5557         14.2095        79.9955        
15.0000        85.0000        4.8698         15.7942        79.9952        
15.0000        85.0000        5.1838         17.5513        79.9947        
15.0000        85.0000        5.4978         20.0069        79.9933        
15.0000        85.0000        -0.4714        20.0061        82.4483        
15.0000        85.0000        -0.1574        20.0055        84.2055        
15.0000        85.0000        0.1566         20.0052        85.7901        
15.0000        85.0000        0.4705         20.0047        87.5456        
15.0000        85.0000        0.7845         20.0042        89.9952        
15.0000        85.0000        1.0989         17.5498        89.9961        
15.0000        85.0000        1.4133         15.7937        89.9964        
15.0000        85.0000        1.7276         14.2099        89.9965        
15.0000        85.0000        2.0420         12.4543        89.9968        
15.0000        85.0000        2.3564         10.0020        89.9968        
15.0000        85.0000        2.6706         10.0018        87.5450        
15.0000        85.0000        2.9849         10.0019        85.7897        
15.0000        95.0000        3.2990         10.0014        94.2068        
15.0000        95.0000        3.6132         10.0015        92.4507        
15.0000        95.0000        3.9275         10.0015        89.9972        
15.0000        95.0000        4.2415         12.4532        89.9969        
15.0000        95.0000        4.5556         14.2090        89.9967        
15.0000        95.0000        4.8696         15.7933        89.9966        
15.0000        95.0000        5.1837         17.5499        89.9963        
15.0000        95.0000        5.4977         20.0038        89.9954        
15.0000        95.0000        -0.4714        20.0038        92.4496        
15.0000        95.0000        -0.1573        20.0035        94.2064        
15.0000        95.0000        0.1568         20.0033        95.7908        
15.0000        95.0000        0.4708         20.0031        97.5467        
15.0000        95.0000        0.7849         20.0029        99.9975        
15.0000        95.0000        1.0992         17.5493        99.9985        
15.0000        95.0000        1.4134         15.7932        99.9986        
15.0000        95.0000        1.7277         14.2093        99.9987        
15.0000        95.0000        2.0419         12.4536        99.9988        
15.0000        95.0000        2.3562         10.0014        99.9988        
15.0000        95.0000        2.6705         10.0012        97.5464        
15.0000        95.0000        2.9847         10.0013        95.7907        
25.0000        15.0000        3.2984         20.0034        14.2102        
25.0000        15.0000        3.6127         20.0032        12.4546        
25.0000        15.0000        3.9271         20.0031        10.0021        
25.0000        15.0000        4.2414         22.4545        10.0017        
25.0000        15.0000        4.5556         24.2100        10.0019        
25.0000        15.0000        4.8699         25.7937        10.0021        
25.0000        15.0000        5.1842         27.5498        10.0022        
25.0000        15.0000        5.4984         30.0036        10.0025        
25.0000        15.0000        -0.4707        30.0042        12.4537        
25.0000        15.0000        -0.1566        30.0045        14.2097        
25.0000        15.0000        0.1575         30.0049        15.7946        
25.0000        15.0000        0.4715         30.0053        17.5521        
25.0000        15.0000        0.7856         30.0061        20.0071        
25.0000        15.0000        1.0995         27.5509        20.0061        
25.0000        15.0000        1.4135         25.7941        20.0056        
25.0000        15.0000        1.7274         24.2096        20.0051        
25.0000        15.0000        2.0414         22.4542        20.0048        
25.0000        15.0000        2.3553         20.0045        20.0046        
25.0000        15.0000        2.6697         20.0039        17.5501        
25.0000        15.0000        2.9840         20.0036        15.7939        
25.0000        25.0000        3.2981         20.0054        24.2118        
25.0000        25.0000        3.6126         20.0049        22.4566        
25.0000        25.0000        3.9270         20.0044        20.0049        
25.0000        25.0000        4.2414         22.4566        20.0049        
25.0000        25.0000        4.5559         24.2117        20.0054        
25.0000        25.0000        4.8703         25.7952        20.0057        
25.0000        25.0000        5.1847         27.5513        20.0062        
25.0000        25.0000        5.4992         30.0055        20.0077        
25.0000        25.0000        -0.4701        30.0070        22.4559        
25.0000        25.0000        -0.1562        30.0079        24.2113        
25.0000        25.0000        0.1577         30.0086        25.7965        
25.0000        25.0000        0.4716         30.0097        27.5550        
25.0000        25.0000        0.7855         30.0115        30.0129        
25.0000        25.0000        1.0994         27.5537        30.0097        
25.0000        25.0000        1.4132         25.7957        30.0086        
25.0000        25.0000        1.7271         24.2109        30.0078        
25.0000        25.0000        2.0409         22.4556        30.0071        
25.0000        25.0000        2.3548         20.0072        30.0067        
25.0000        25.0000        2.6692         20.0063        27.5514        
25.0000        25.0000        2.9837         20.0057        25.7953        
25.0000        35.0000        3.2980         20.0087        34.2130        
25.0000        35.0000        3.6125         20.0080        32.4586        
25.0000        35.0000        3.9270         20.0071        30.0069        
25.0000        35.0000        4.2417         22.4593        30.0072        
25.0000        35.0000        4.5563         24.2145        30.0080        
25.0000        35.0000        4.8710         25.7982        30.0088        
25.0000        35.0000        5.1856         27.5550        30.0099        
25.0000        35.0000        5.5003         30.0112        30.0130        
25.0000        35.0000        -0.4694        30.0134        32.4573        
25.0000        35.0000        -0.1558        30.0149        34.2121        
25.0000        35.0000        0.1577         30.0166        35.7979        
25.0000        35.0000        0.4713         30.0185        37.5573        
25.0000        35.0000        0.7848         30.0216        40.0158        
25.0000        35.0000        1.0987         27.5582        40.0107        
25.0000        35.0000        1.4127         25.7987        40.0090        
25.0000        35.0000        1.7266         24.2134        40.0080        
25.0000        35.0000        2.0405         22.4584        40.0071        
25.0000        35.0000        2.3544         20.0111        40.0066        
25.0000        35.0000        2.6689         20.0100        37.5514        
25.0000        35.0000        2.9835         20.0093        35.7958        
25.0000        45.0000        3.2983         20.0127        44.2122        
25.0000        45.0000        3.6129         20.0121        42.4583        
25.0000        45.0000        3.9275         20.0110        40.0069        
25.0000        45.0000        4.2423         22.4630        40.0071        
25.0000        45.0000        4.5571         24.2184        40.0082        
25.0000        45.0000        4.8719         25.8028        40.0092        
25.0000        45.0000        5.1867         27.5614        40.0109        
25.0000        45.0000        5.5015         30.0214        40.0156        
25.0000        45.0000        -0.4688        30.0244        42.4556        
25.0000        45.0000        -0.1558        30.0264        44.2103        
25.0000        45.0000        0.1571         30.0282        45.7965        
25.0000        45.0000        0.4700         30.0304        47.5554        
25.0000        45.0000        0.7830         30.0330        50.0080        
25.0000        45.0000        1.0973         27.5647        50.0051        
25.0000        45.0000        1.4116         25.8036        50.0042        
25.0000        45.0000        1.7259         24.2178        50.0036        
25.0000        45.0000        2.0402         22.4624        50.0032        
25.0000        45.0000        2.3545         20.0153        50.0028        
25.0000        45.0000        2.6691         20.0138        47.5486        
25.0000        45.0000        2.9837         20.0132        45.7941        
25.0000        55.0000        3.2989         20.0149        54.2093        
25.0000        55.0000        3.6135         20.0147        52.4555        
25.0000        55.0000        3.9281         20.0145        50.0030        
25.0000        55.0000        4.2428         22.4647        50.0032        
25.0000        55.0000        4.5576         24.2202        50.0037        
25.0000        55.0000        4.8723         25.8056        50.0044        
25.0000        55.0000        5.1870         27.5661        50.0052        
25.0000        55.0000        5.5017         30.0273        50.0079        
25.0000        55.0000        -0.4689        30.0342        52.4498        
25.0000        55.0000        -0.1563        30.0345        54.2067        
25.0000        55.0000        0.1563         30.0345        55.7933        
25.0000        55.0000        0.4689         30.0342        57.5502        
25.0000        55.0000        0.7815         30.0330        59.9900        
25.0000        55.0000        1.0962         27.5661        59.9948        
25.0000        55.0000        1.4109         25.8056        59.9956        
25.0000        55.0000        1.7256         24.2202        59.9963        
25.0000        55.0000        2.0403         22.4647        59.9968        
25.0000        55.0000        2.3550         20.0148        59.9971        
25.0000        55.0000        2.6697         20.0149        57.5444        
25.0000        55.0000        2.9843         20.0149        55.7907        
25.0000        65.0000        3.2995         20.0133        64.2058        
25.0000        65.0000        3.6141         20.0138        62.4513        
25.0000        65.0000        3.9287         20.0145        59.9974        
25.0000        65.0000        4.2430         22.4624        59.9968        
25.0000        65.0000        4.5573         24.2178        59.9964        
25.0000        65.0000        4.8716         25.8036        59.9958        
25.0000        65.0000        5.1859         27.5647        59.9949        
25.0000        65.0000        5.5002         30.0321        59.9920        
25.0000        65.0000        -0.4700        30.0304        62.4446        
25.0000        65.0000        -0.1571        30.0282        64.2035        
25.0000        65.0000        0.1558         30.0264        65.7897        
25.0000        65.0000        0.4688         30.0244        67.5444        
25.0000        65.0000        0.7817         30.0215        69.9839        
25.0000        65.0000        1.0965         27.5613        69.9892        
25.0000        65.0000        1.4113         25.8027        69.9908        
25.0000        65.0000        1.7261         24.2182        69.9918        
25.0000        65.0000        2.0410         22.4628        69.9928        
25.0000        65.0000        2.3558         20.0113        69.9934        
25.0000        65.0000        2.6704         20.0120        67.5415        
25.0000        65.0000        2.9849         20.0127        65.7877        
25.0000        75.0000        3.2997         20.0093        74.2042        
25.0000        75.0000        3.6142         20.0100        72.4487        
25.0000        75.0000        3.9287         20.0111        69.9937        
25.0000        75.0000        4.2427         22.4584        69.9929        
25.0000        75.0000        4.5566         24.2134        69.9920        
25.0000        75.0000        4.8705         25.7988        69.9908        
25.0000        75.0000        5.1844         27.5582        69.9894        
25.0000        75.0000        5.4984         30.0213        69.9844        
25.0000        75.0000        -0.4713        30.0185        72.4428        
25.0000        75.0000        -0.1577        30.0166        74.2023        
25.0000        75.0000        0.1559         30.0149        75.7880        
25.0000        75.0000        0.4694         30.0134        77.5430        
25.0000        75.0000        0.7830         30.0115        79.9868        
25.0000        75.0000        1.0976         27.5548        79.9901        
25.0000        75.0000        1.4123         25.7980        79.9912        
25.0000        75.0000        1.7269         24.2144        79.9920        
25.0000        75.0000        2.0415         22.4592        79.9928        
25.0000        75.0000        2.3562         20.0075        79.9932        
25.0000        75.0000        2.6707         20.0079        77.5415        
25.0000        75.0000        2.9852         20.0086        75.7870        
25.0000        85.0000        3.2995         20.0057        84.2047        
25.0000        85.0000        3.6139         20.0063        82.4486        
25.0000        85.0000        3.9284         20.0071        79.9937        
25.0000        85.0000        4.2422         22.4556        79.9929        
25.0000        85.0000        4.5561         24.2109        79.9922        
25.0000        85.0000        4.8699         25.7957        79.9914        
25.0000        85.0000        5.1838         27.5537        79.9903        
25.0000        85.0000        5.4977         30.0113        79.9871        
25.0000        85.0000        -0.4717        30.0098        82.4448        
25.0000        85.0000        -0.1578        30.0087        84.2031        
25.0000        85.0000        0.1561         30.0078        85.7881        
25.0000        85.0000        0.4700         30.0070        87.5431        
25.0000        85.0000        0.7838         30.0061        89.9866        
25.0000        85.0000        1.0983         27.5523        89.9938        
25.0000        85.0000        1.4128         25.7958        89.9942        
25.0000        85.0000        1.7273         24.2121        89.9947        
25.0000        85.0000        2.0417         22.4569        89.9950        
25.0000        85.0000        2.3562         20.0051        89.9954        
25.0000        85.0000        2.6706         20.0049        87.5434        
25.0000        85.0000        2.9851         20.0054        85.7882        
25.0000        95.0000        3.2992         20.0036        94.2061        
25.0000        95.0000        3.6135         20.0039        92.4499        
25.0000        95.0000        3.9279         20.0043        89.9954        
25.0000        95.0000        4.2419         22.4544        89.9953        
25.0000        95.0000        4.5558         24.2098        89.9948        
25.0000        95.0000        4.8698         25.7944        89.9944        
25.0000        95.0000        5.1837         27.5514        89.9938        
25.0000        95.0000        5.4977         30.0046        89.9925        
25.0000        95.0000        -0.4714        30.0053        92.4484        
25.0000        95.0000        -0.1574        30.0048        94.2057        
25.0000        95.0000        0.1567         30.0045        95.7905        
25.0000        95.0000        0.4707         30.0043        97.5465        
25.0000        95.0000        0.7848         30.0039        99.9974        
25.0000        95.0000        1.0990         27.5498        99.9978        
25.0000        95.0000        1.4133         25.7937        99.9979        
25.0000        95.0000        1.7276         24.2100        99.9981        
25.0000        95.0000        2.0418         22.4545        99.9983        
25.0000        95.0000        2.3561         20.0046        99.9983        
25.0000        95.0000        2.6705         20.0033        97.5453        
25.0000        95.0000        2.9848         20.0034        95.7898        
35.0000        15.0000        3.2982         30.0046        14.2114        
35.0000        15.0000        3.6126         30.0044        12.4559        
35.0000        15.0000        3.9271         30.0040        10.0031        
35.0000        15.0000        4.2414         32.4551        10.0026        
35.0000        15.0000        4.5557         34.2103        10.0028        
35.0000        15.0000        4.8699         35.7939        10.0030        
35.0000        15.0000        5.1842         37.5498        10.0032        
35.0000        15.0000        5.4985         40.0033        10.0038        
35.0000        15.0000        -0.4705        40.0038        12.4549        
35.0000        15.0000        -0.1564        40.0041        14.2110        
35.0000        15.0000        0.1578         40.0045        15.7962        
35.0000        15.0000        0.4719         40.0050        17.5544        
35.0000        15.0000        0.7861         40.0059        20.0123        
35.0000        15.0000        1.0998         37.5512        20.0099        
35.0000        15.0000        1.4135         35.7943        20.0091        
35.0000        15.0000        1.7273         34.2097        20.0085        
35.0000        15.0000        2.0410         32.4546        20.0079        
35.0000        15.0000        2.3548         30.0064        20.0077        
35.0000        15.0000        2.6692         30.0055        17.5518        
35.0000        15.0000        2.9837         30.0051        15.7953        
35.0000        25.0000        3.2976         30.0080        24.2147        
35.0000        25.0000        3.6122         30.0072        22.4600        
35.0000        25.0000        3.9268         30.0062        20.0091        
35.0000        25.0000        4.2414         32.4578        20.0081        
35.0000        25.0000        4.5559         34.2125        20.0086        
35.0000        25.0000        4.8705         35.7956        20.0093        
35.0000        25.0000        5.1850         37.5514        20.0100        
35.0000        25.0000        5.4996         40.0057        20.0124        
35.0000        25.0000        -0.4696        40.0070        22.4594        
35.0000        25.0000        -0.1555        40.0081        24.2148        
35.0000        25.0000        0.1585         40.0092        25.8008        
35.0000        25.0000        0.4726         40.0107        27.5614        
35.0000        25.0000        0.7866         40.0134        30.0254        
35.0000        25.0000        1.1000         37.5540        30.0186        
35.0000        25.0000        1.4135         35.7957        30.0165        
35.0000        25.0000        1.7269         34.2105        30.0150        
35.0000        25.0000        2.0404         32.4558        30.0135        
35.0000        25.0000        2.3539         30.0126        30.0128        
35.0000        25.0000        2.6684         30.0098        27.5547        
35.0000        25.0000        2.9830         30.0088        25.7981        
35.0000        35.0000        3.2970         30.0151        34.2189        
35.0000        35.0000        3.6119         30.0136        32.4649        
35.0000        35.0000        3.9269         30.0116        30.0132        
35.0000        35.0000        4.2418         32.4636        30.0137        
35.0000        35.0000        4.5568         34.2181        30.0152        
35.0000        35.0000        4.8718         35.8010        30.0167        
35.0000        35.0000        5.1867         37.5576        30.0187        
35.0000        35.0000        5.5017         40.0121        30.0249        
35.0000        35.0000        -0.4679        40.0166        32.4650        
35.0000        35.0000        -0.1543        40.0196        34.2193        
35.0000        35.0000        0.1593         40.0229        35.8070        
35.0000        35.0000        0.4729         40.0274        37.5721        
35.0000        35.0000        0.7865         40.0355        40.0465        
35.0000        35.0000        1.0997         37.5610        40.0274        
35.0000        35.0000        1.4128         35.8002        40.0227        
35.0000        35.0000        1.7260         34.2148        40.0197        
35.0000        35.0000        2.0391         32.4621        40.0169        
35.0000        35.0000        2.3523         30.0278        40.0152        
35.0000        35.0000        2.6672         30.0187        37.5579        
35.0000        35.0000        2.9821         30.0167        35.8015        
35.0000        45.0000        3.2973         30.0266        44.2191        
35.0000        45.0000        3.6124         30.0245        42.4673        
35.0000        45.0000        3.9276         30.0217        40.0161        
35.0000        45.0000        4.2432         32.4738        40.0171        
35.0000        45.0000        4.5588         34.2291        40.0198        
35.0000        45.0000        4.8744         35.8137        40.0229        
35.0000        45.0000        5.1901         37.5741        40.0275        
35.0000        45.0000        5.5057         40.0343        40.0447        
35.0000        45.0000        -0.4658        40.0445        42.4644        
35.0000        45.0000        -0.1540        40.0521        44.2155        
35.0000        45.0000        0.1577         40.0602        45.8045        
35.0000        45.0000        0.4694         40.0704        47.5717        
35.0000        45.0000        0.7811         40.0852        50.0416        
35.0000        45.0000        1.0953         37.5840        50.0183        
35.0000        45.0000        1.4095         35.8160        50.0140        
35.0000        45.0000        1.7236         34.2280        50.0114        
35.0000        45.0000        2.0378         32.4742        50.0093        
35.0000        45.0000        2.3520         30.0336        50.0083        
35.0000        45.0000        2.6671         30.0306        47.5524        
35.0000        45.0000        2.9822         30.0284        45.7991        
35.0000        55.0000        3.2992         30.0345        54.2109        
35.0000        55.0000        3.6143         30.0343        52.4605        
35.0000        55.0000        3.9295         30.0331        50.0086        
35.0000        55.0000        4.2456         32.4852        50.0094        
35.0000        55.0000        4.5618         34.2429        50.0115        
35.0000        55.0000        4.8779         35.8329        50.0142        
35.0000        55.0000        5.1940         37.6039        50.0185        
35.0000        55.0000        5.5102         40.0828        50.0398        
35.0000        55.0000        -0.4638        40.0928        52.4527        
35.0000        55.0000        -0.1546        40.0951        54.2061        
35.0000        55.0000        0.1546         40.0950        55.7942        
35.0000        55.0000        0.4638         40.0928        57.5476        
35.0000        55.0000        0.7730         40.0838        59.9597        
35.0000        55.0000        1.0892         37.6036        59.9815        
35.0000        55.0000        1.4053         35.8326        59.9859        
35.0000        55.0000        1.7215         34.2427        59.9885        
35.0000        55.0000        2.0376         32.4850        59.9906        
35.0000        55.0000        2.3537         30.0332        59.9915        
35.0000        55.0000        2.6689         30.0342        57.5394        
35.0000        55.0000        2.9840         30.0347        55.7889        
35.0000        65.0000        3.3009         30.0285        64.2013        
35.0000        65.0000        3.6160         30.0305        62.4481        
35.0000        65.0000        3.9311         30.0331        59.9931        
35.0000        65.0000        4.2453         32.4737        59.9908        
35.0000        65.0000        4.5595         34.2277        59.9887        
35.0000        65.0000        4.8737         35.8158        59.9860        
35.0000        65.0000        5.1879         37.5839        59.9816        
35.0000        65.0000        5.5021         40.0831        59.9600        
35.0000        65.0000        -0.4694        40.0704        62.4283        
35.0000        65.0000        -0.1577        40.0602        64.1955        
35.0000        65.0000        0.1540         40.0521        65.7845        
35.0000        65.0000        0.4658         40.0445        67.5356        
35.0000        65.0000        0.7775         40.0351        69.9542        
35.0000        65.0000        1.0931         37.5741        69.9724        
35.0000        65.0000        1.4087         35.8138        69.9771        
35.0000        65.0000        1.7243         34.2293        69.9801        
35.0000        65.0000        2.0399         32.4742        69.9829        
35.0000        65.0000        2.3556         30.0220        69.9843        
35.0000        65.0000        2.6707         30.0245        67.5332        
35.0000        65.0000        2.9858         30.0265        65.7813        
35.0000        75.0000        3.3008         30.0167        74.1997        
35.0000        75.0000        3.6157         30.0187        72.4441        
35.0000        75.0000        3.9305         30.0217        69.9866        
35.0000        75.0000        4.2437         32.4602        69.9831        
35.0000        75.0000        4.5570         34.2136        69.9804        
35.0000        75.0000        4.8702         35.7995        69.9772        
35.0000        75.0000        5.1835         37.5606        69.9726        
35.0000        75.0000        5.4967         40.0328        69.9562        
35.0000        75.0000        -0.4729        40.0273        72.4282        
35.0000        75.0000        -0.1592        40.0229        74.1933        
35.0000        75.0000        0.1544         40.0196        75.7811        
35.0000        75.0000        0.4680         40.0167        77.5355        
35.0000        75.0000        0.7816         40.0132        79.9747        
35.0000        75.0000        1.0965         37.5571        79.9812        
35.0000        75.0000        1.4115         35.8007        79.9834        
35.0000        75.0000        1.7264         34.2179        79.9848        
35.0000        75.0000        2.0414         32.4635        79.9863        
35.0000        75.0000        2.3563         30.0118        79.9870        
35.0000        75.0000        2.6712         30.0135        77.5357        
35.0000        75.0000        2.9860         30.0152        75.7820        
35.0000        85.0000        3.3003         30.0089        84.2013        
35.0000        85.0000        3.6149         30.0098        82.4443        
35.0000        85.0000        3.9295         30.0116        79.9901        
35.0000        85.0000        4.2429         32.4568        79.9865        
35.0000        85.0000        4.5564         34.2111        79.9851        
35.0000        85.0000        4.8698         35.7961        79.9834        
35.0000        85.0000        5.1832         37.5542        79.9815        
35.0000        85.0000        5.4966         40.0134        79.9745        
35.0000        85.0000        -0.4726        40.0107        82.4386        
35.0000        85.0000        -0.1585        40.0092        84.1992        
35.0000        85.0000        0.1555         40.0081        85.7852        
35.0000        85.0000        0.4696         40.0070        87.5406        
35.0000        85.0000        0.7836         40.0060        89.9869        
35.0000        85.0000        1.0982         37.5514        89.9900        
35.0000        85.0000        1.4127         35.7956        89.9907        
35.0000        85.0000        1.7273         34.2125        89.9914        
35.0000        85.0000        2.0418         32.4577        89.9920        
35.0000        85.0000        2.3564         30.0067        89.9923        
35.0000        85.0000        2.6710         30.0072        87.5398        
35.0000        85.0000        2.9856         30.0079        85.7849        
35.0000        95.0000        3.2995         30.0051        94.2048        
35.0000        95.0000        3.6139         30.0054        92.4483        
35.0000        95.0000        3.9284         30.0062        89.9925        
35.0000        95.0000        4.2421         32.4546        89.9921        
35.0000        95.0000        4.5559         34.2097        89.9915        
35.0000        95.0000        4.8697         35.7943        89.9909        
35.0000        95.0000        5.1834         37.5513        89.9901        
35.0000        95.0000        5.4972         40.0059        89.9876        
35.0000        95.0000        -0.4719        40.0050        92.4458        
35.0000        95.0000        -0.1577        40.0045        94.2039        
35.0000        95.0000        0.1564         40.0041        95.7890        
35.0000        95.0000        0.4705         40.0038        97.5451        
35.0000        95.0000        0.7847         40.0035        99.9959        
35.0000        95.0000        1.0990         37.5498        99.9968        
35.0000        95.0000        1.4132         35.7939        99.9970        
